cas_number,label,table_link,db_id,indication
,"{(2Z)-4-AMINO-2-[(4-METHOXYPHENYL)IMINO]-2,3-DIHYDRO-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE",1873X1812,,
,1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE,1873X1845,,
180288-69-1,Trastuzumab,1874X1610,DB00072,"For treatment of early stage HER2-positive breast cancer, or metastatic breast cancer that substantially overexpress HER2."
1668-19-5,Doxepin,1874X1643,DB01142,"**Oral: **  - Indicated for the treatment of depression and/or anxiety [FDA Label].   - Indicated for the treatment of depression and/or anxiety associated with different conditions, including alcoholism, organic disease and manic-depressive disorders [FDA Label].  - Indicated for the treatment of insomnia characterized by difficulties with sleep maintenance [L1347].    Topical:   - Indicated for the short-term (up to 8 days) management of moderate pruritus in adult patients with atopic dermatitis or lichen simplex chronicus [L1344]."
,[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,1874X1682,DB02504,
,Bicine,1874X1717,DB03709,
,DG031,1874X1753,,Investigated for use/treatment in heart disease and myocardial infarction.
,(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,1874X1798,,
328947-93-9,LGD-2226,1874X1830,,
947687-12-9,Cixutumumab,1874X1919,DB12250,
86050-77-3,Gadopentetate dimeglumine,1875X1632,DB00789,"For use with magnetic resonance imaging (MRI) in adults, and pediatric patients (2 years of age and older) to visualize lesions with abnormal vascularity in the brain (intracranial lesions), spine and associated tissues as well as lesions with abnormal vascularity in the head and neck. Also used to facilitate the visualization of lesions with abnormal vascularity in the body (excluding the heart)."
,"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide",1875X1828,,
860005-21-6,Latanoprostene Bunod,1875X1901,,Latanoprostene bunod opthalmic solution is indicated for the reduction of intraocular pressure in patients with open-angle glaucoma or ocular hypertension [FDA Label].
82834-16-0,Perindopril,1876X1632,DB00790,"For the treatment of mild to moderate essential hypertension, mild to moderate congestive heart failure, and to reduce the cardiovascular risk of individuals with hypertension or post-myocardial infarction and stable coronary disease."
,N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine,1876X1668,DB02027,
,"Phosphoric Acid Mono-[3-Fluoro-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahyro-Furan-2-Ylmethyl] Ester",1876X1702,DB03195,
330784-47-9,Avanafil,1876X1780,,Treatment of erectile dysfunction in males.
,"2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",1876X1818,,
,O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID,1876X1850,,
57-53-4,Meprobamate,1877X1619,DB00371,For the management of anxiety disorders or for the short-term relief of the symptoms of anxiety.
,CRA_10972,1877X1696,DB02989,
,1-Deaza-Adenosine,1877X1732,DB04218,
79338-84-4,Tapinarof,1877X1777,,Investigated for use/treatment in psoriasis and psoriatic disorders.
,"3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine",1877X1813,,
,"N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE",1877X1846,,
4969-02-2,Metixene,1878X1617,DB00340,Used for the symptomatic treatment of parkinsonism.
14357-78-9,Diprenorphine,1878X1653,,Diprenorphine is used to reverse the effects of the super-potent opioid analgesics such as etorphine and carfentanil that are used for tranquilizing large animals in veterinary medicine. Not used in humans.
31112-66-0,Compound 18,1878X1687,DB02715,
199331-40-3,Etiprednol dicloacetate,1878X1765,,Investigated for use/treatment in asthma and crohn's disease.
206181-63-7,Ibritumomab tiuxetan,1879X1609,DB00078,For treatment of non-Hodgkin's lymphoma
518-28-5,Podofilox,1879X1643,DB01179,For treatment of external genital warts (<i>Condyloma acuminatum</i>).
,Balanol Analog 1,1879X1684,DB02611,
,(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,1879X1723,DB03950,
,APD791,1879X1760,,For the treatment and prophylaxis of arterial thrombosis.
,3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE,1879X1803,,
1582205-90-0,Erenumab,1879X1955,,Erenumab is indicated for the preventative treatment of migraine in adults [FDA Label].
15301-69-6,Flavoxate,1880X1642,DB01148,"For symptomatic relief of dysuria, urgency, nocturia, suprapubic pain, frequency and incontinence as may occur in cystitis, prostatitis, urethritis, urethrocystitis/urethrotrigonitis."
,L-2-amino-4-methoxy-cis-but-3-enoic acid,1880X1713,DB03611,
26833-87-4,Omacetaxine mepesuccinate,1880X1750,,Used in patients who are intolerant and/or resistant to two or more tyrosine kinase inhibitors used to treat accelerated or chronic phase CML.
,AUROVERTIN B,1880X1808,,
,"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",1880X1841,,
,C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide,1881X1687,DB02719,
,N-(Allyloxycarbonyl)-4-[N-(Carboxy-Formyl)-2-(Benzoic Acid)-Amino]-L-Phenylalaninyl-Amino-Butyloxy-(6-Hydroxy-Benzoic Acid Methyl Ester),1881X1727,DB04088,
,ALKS 27,1881X1770,,Investigated for use/treatment in chronic obstructive pulmonary disease (COPD).
,L-1-naphthyl-2-acetamido-ethane boronic acid,1881X1843,,
59729-33-8,Citalopram,2250X1613,DB00215,"For the treatment of depression. Off-label indications include: treatment of mild dementia-associated agitation in nonpsychotic patients, smoking cessation, ethanol abuse, obsessive-compulsive disorder (OCD) in children, and diabetic neuropathy [FDA label]."
84-96-8,Alimemazine,2250X1645,DB01246,Used to prevent and relieve allergic conditions which cause pruritus (itching) and urticaria (some allergic skin reactions).
,Compound 19,2250X1684,DB02615,
,Atl146e,2250X1759,,Investigated for use/treatment in inflammatory disorders (unspecified).
,"1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea",2250X1807,,
9001-12-1,Collagenase clostridium histolyticum,2251X1608,DB00048,Used to promote debridement of necrotic tissue in the treatment of severe burns and dermal ulcers including decubitus ulcers.
50-47-5,Desipramine,2251X1642,DB01151,"For relief of symptoms in various depressive syndromes, especially endogenous depression. It has also been used to manage chronic peripheral neuropathic pain, as a second line agent for the management of anxiety disorders (e.g. panic disorder, generalized anxiety disorder), and as a second or third line agent in the ADHD management."
,Guanosine-5'-Diphosphate-Rhamnose,2251X1682,DB02547,
,Ethyl Dihydrogen Phosphate,2251X1719,DB03822,
,"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",2251X1840,,
81801-12-9,Xamoterol,2251X1949,,
21187-98-4,Gliclazide,2252X1641,DB01120,For the treatment of NIDDM in conjunction with diet and exercise.
,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",2252X1685,DB02651,
91840-07-2,"Inositol 2,4,5-trisphosphate",2252X1723,DB03956,
251562-00-2,Tifuvirtide,2252X1764,,Investigated for use/treatment in acquired immune deficiency syndrome (AIDS) and aids-related infections and HIV infection.
,"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE",2252X1843,,
50-14-6,Ergocalciferol,2253X1611,DB00153,"For use in the management of hypocalcemia and its clinical manifestations in patients with hypoparathyroidism, as well as for the treatment of familial hypophosphatemia (vitamin D resistant rickets). This drug has also been used in the treatment of nutritional rickets or osteomalacia, vitamin D dependent rickets, rickets or osteomalacia secondary to long-term high dose anticonvulsant therapy, early renal osteodystrophy, osteoporosis (in conjunction with calcium), and hypophosphatemia associated with Fanconi syndrome (with treatment of acidosis)."
120511-73-1,Anastrozole,2253X1644,DB01217,"For adjuvant treatment of hormone receptor positive breast cancer , as well as hormonal treatment of advanced breast cancer in post-menopausal women. Has also been used to treat pubertal gynecomastia and McCune-Albright syndrome; however, manufacturer states that efficacy for these indications have not been established."
402957-28-2,Telaprevir,2253X1767,,"Telaprevir, when used in combination with [DB00811], [DB00008], and [DB00022] is indicated for use in the treatment of chronic HCV genotype 1 infection in adults [FDA Label]."
,1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE,2253X1808,,
,"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",2253X1841,,
,Interferon alfa-n3,2254X1607,DB00018,For the intralesional treatment of refractory or recurring external condylomata acuminata.
77-27-0,Thiamylal,2254X1642,DB01154,"Used for the production of complete anaesthesia of short duration, for the induction of general anaesthesia, and for inducing a hypnotic state."
,OSI-461,2254X1764,,"Investigated for use/treatment in crohn's disease, inflammatory bowel disease, kidney cancer, leukemia (lymphoid), and prostate cancer."
,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE",2254X1812,,
62-49-7,Choline,2255X1610,DB00122,"For nutritional supplementation, also for treating dietary shortage or imbalance"
7261-97-4,Dantrolene,2255X1644,DB01219,"For use, along with appropriate supportive measures, for the management of the fulminant hypermetabolism of skeletal muscle characteristic of malignant hyperthermia crises in patients of all ages. Also used preoperatively, and sometimes postoperatively, to prevent or attenuate the development of clinical and laboratory signs of malignant hyperthermia in individuals judged to be malignant hyperthermia susceptible."
,P54,2255X1765,,"Investigated for use/treatment in cancer/tumors (unspecified), crohn's disease, inflammatory bowel disease, osteoarthritis, and ulcerative colitis."
,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",2255X1811,,
79490-84-9,Isoetarine,2256X1613,DB00221,"For the treatment of asthma, wheezing, and chronic asthmatic bronchitis."
12427-33-7,Corticotropin,2256X1646,DB01285,For use as a diagnostic agent in the screening of patients presumed to have adrenocortical insufficiency.
76343-93-6,Latrunculin A,2256X1684,DB02621,
,PH-284,2256X1765,,"Investigated for use/treatment in anorexia and other conditions causing harmful weight loss. The manufacturer suggests it could be relevant for treatment of weight loss and the associated symptoms-- i.e., lack of energy, decrease in appetite, physical wasting, vulnerability to toxicity, and sometimes reduced life expectancy-- in patients with eating disorders, patients with advanced cancer, patients with AIDS, and patients experiencing loss of appetite due to aging, acute illness, or pregnancy."
,"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE",2256X1846,,
315-37-7,Testosterone enanthate,2256X1952,DB13944,"Testosterone enanthate in males is indicated as a replacement therapy in conditions associated with a deficiency or absence of endogenous testosterone. Some of the treated conditions are 1) primary hypogonadism, defined as testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome or orchidectomy; 2) hypogonadotropic hypogonadism due to an idiopathic gonadotropin or luteinizing hormone-releasing hormone deficiency or due to a pituitary-hypothalamic injury from tumors, trauma or radiation, in this case it is important to accompany the treatment with adrenal cortical and thyroid hormone replacement therapy; 3) to stimulate puberty in patients with delayed puberty not secondary to a pathological disorder. If the conditions 1 and 2 occur prior to puberty, the androgen replacement therapy will be needed during adolescent years for the development of secondary sexual characteristics and prolonged androgen treatment might be needed it to maintain sexual characteristics after puberty.[FDA label]    In females, testosterone enanthate is indicated to be used secondarily in presence of advanced inoperable metastatic mammary cancer in women who are from one to five years postmenopausal. It has also been used in premenopausal women with breast cancer who have benefited from oophorectomy and are considered to have a hormone-responsive tumor.[FDA label]"
117-37-3,Anisindione,2257X1641,DB01125,"For the prophylaxis and treatment of venous thrombosis and its extension, the treatment of atrial fibrillation with embolization, the prophylaxis and treatment of pulmonary embolism, and as an adjunct in the treatment of coronary occlusion."
,Glutathionylspermidine Disulfide,2257X1682,DB02553,
2379-57-9,FG-9041,2257X1717,DB03759,
169494-85-3,Leptin,2257X1756,,Investigated for use/treatment in lipodystrophy and obesity.
,"N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE",2257X1804,,
,S-(4-BROMOBENZYL)CYSTEINE,2257X1837,,
81525-10-2,Nafamostat,2257X1928,,"Used as an anticoagulant in patients with disseminative blood vessel coagulation, hemorrhagic lesions, and hemorrhagic tendencies. It prevents blood clot formation during extracorporeal circulation in patients undergoing continuous renal replacement therapy and extra corporeal membrane oxygenation."
66711-21-5,Apraclonidine,2258X1636,DB00964,For prevention or reduction of intraoperative and postoperative increases in intraocular pressure (IOP) before and after ocular laser surgery when used prophylactically. Also used as a short-term adjunctive therapy in patients with open-angle glaucoma who are on maximally tolerated medical therapy requiring additional IOP reduction.
,"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",2258X1676,DB02350,
,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,2258X1715,DB03693,
848084-83-3,Tigapotide,2258X1753,,For the treatment of late stage Hormone Refractory Prostate Cancer (HRPC) for which no effective therapy currently exists.
,"(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE",2258X1798,,
,"(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE",2258X1831,,
15686-83-6,Pyrantel,2258X1891,,"For the treatment of enterobiasis including roundworm (ascariasis), pinworm (enterobius) and hookworm (strongyloides) and hookworm (ancylostoma) in the pyrantel pamoate form [L1893].    Pyrantel is available in various formulations for humans, dogs, and cats as the pamoate (US Pharmacopeia nomenclature) or embonate (European Pharmacopoeia nomenclature) salt, which contains 34.7% pyrantel base combined with pamoic acid [L1893]. [L1900], [A32283].    Pyrantel pamoate (embonate) ingested orally is effective for removal and control of ascarid and hookworm infections in puppies and dogs (adult Toxocara canis, Toxascaris leonina, Ancylostoma tubaeforme, An. braziliense, Uncinaria stenocephala), cats (adult Toxocara cati, Toxa. leonina, An. caninum, An. braziliense, U. stenocephala), horses and ponies (adult and immature Parascaris equorum, adult Strongylus vulgaris, S. edentatus, S. equinus, Cyathostomes (Triodontophorus spp., Cyathostomum spp., Cylicodontophorus spp., Cylicocyclus spp., Cylicostephanus spp., Poteriostomum spp.), Oxyuris equi, Anoplocephala perfoliata), swine (adult Ascaris suum, Oesophagostomum dentatum), and humans (adult A. lumbricoides, Enterobius vermicularis, An. duodenale, Necator americanus) [L1900]."
50-23-7,Hydrocortisone,2259X1629,DB00741,"For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also used to treat endocrine (hormonal) disorders (adrenal insufficiency, Addisons disease). It is also used to treat many immune and allergic disorders, such as arthritis, lupus, severe psoriasis, severe asthma, ulcerative colitis, and Crohn's disease."
,4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol,2259X1736,DB04407,
75530-68-6,Nilvadipine,2259X1787,,"For the management of vasospastic angina, chronic stable angina and hypertension."
320367-13-3,Lixisenatide,2259X1863,,For use as an antihyperglycemic agent in the treatment of T2DM [FDA Label].
