Source_label,:TYPE,Target_label,HSA,Bliss,Loewe,ZIP
Dexmedetomidine,HAS_SYNERGISM_WITH,Pazopanib,14.21,1.52,14.21,1.52
Pazopanib,HAS_ANTAGONISM_WITH,Iloprost,5.12,-8.42,5.12,-8.42
Iloprost,HAS_ANTAGONISM_WITH,Pazopanib,5.12,-8.42,5.12,-8.42
Pazopanib,HAS_SYNERGISM_WITH,Nateglinide,65.94,52.86,65.94,52.86
Nateglinide,HAS_SYNERGISM_WITH,Pazopanib,65.94,52.86,65.94,52.86
Pazopanib,HAS_SYNERGISM_WITH,Vinorelbine,-0.42,-1.12,-0.42,15.71
Vinorelbine,HAS_SYNERGISM_WITH,Pazopanib,-0.42,-1.12,-0.42,15.71
Pazopanib,HAS_ANTAGONISM_WITH,Fluvoxamine,-18.6,-32.91,-18.6,-32.91
Fluvoxamine,HAS_ANTAGONISM_WITH,Pazopanib,-18.6,-32.91,-18.6,-32.91
Pazopanib,HAS_ANTAGONISM_WITH,Sulfinpyrazone,-5.24,-19.06,-5.24,-19.06
Sulfinpyrazone,HAS_ANTAGONISM_WITH,Pazopanib,-5.24,-19.06,-5.24,-19.06
Pazopanib,HAS_SYNERGISM_WITH,Sumatriptan,71.51,57.95,71.51,57.95
Sumatriptan,HAS_SYNERGISM_WITH,Pazopanib,71.51,57.95,71.51,57.95
Pazopanib,HAS_SYNERGISM_WITH,Naltrexone,16.99,4.31,16.99,4.31
Naltrexone,HAS_SYNERGISM_WITH,Pazopanib,16.99,4.31,16.99,4.31
Pazopanib,HAS_ANTAGONISM_WITH,Dextromethorphan,-18.82,-27.5,-18.82,-27.5
Dextromethorphan,HAS_ANTAGONISM_WITH,Pazopanib,-18.82,-27.5,-18.82,-27.5
Pazopanib,HAS_ANTAGONISM_WITH,Terazosin,-18.84,-30.81,-18.84,-30.81
Terazosin,HAS_ANTAGONISM_WITH,Pazopanib,-18.84,-30.81,-18.84,-30.81
Pazopanib,HAS_ANTAGONISM_WITH,Thalidomide,8.06,-4.84,8.06,-4.84
Thalidomide,HAS_ANTAGONISM_WITH,Pazopanib,8.06,-4.84,8.06,-4.84
Pazopanib,HAS_ANTAGONISM_WITH,Enalaprilat,-14.57,-28.25,-14.57,-28.25
Enalaprilat,HAS_ANTAGONISM_WITH,Pazopanib,-14.57,-28.25,-14.57,-28.25
Pazopanib,HAS_ANTAGONISM_WITH,Tetracycline,-17.17,-32.03,-17.17,-32.03
Tetracycline,HAS_ANTAGONISM_WITH,Pazopanib,-17.17,-32.03,-17.17,-32.03
Pazopanib,HAS_SYNERGISM_WITH,Phenprocoumon,65.95,46.96,65.95,46.96
Phenprocoumon,HAS_SYNERGISM_WITH,Pazopanib,65.95,46.96,65.95,46.96
Pazopanib,HAS_ANTAGONISM_WITH,Teriflunomide,-1.65,-21.27,-1.66,-21.27
Teriflunomide,HAS_ANTAGONISM_WITH,Pazopanib,-1.65,-21.27,-1.66,-21.27
Pazopanib,HAS_SYNERGISM_WITH,Aliskiren,71.39,58.33,71.39,58.33
Aliskiren,HAS_SYNERGISM_WITH,Pazopanib,71.39,58.33,71.39,58.33
Pazopanib,HAS_ANTAGONISM_WITH,Tolazoline,-22.33,-33.28,-22.33,-33.28
Tolazoline,HAS_ANTAGONISM_WITH,Pazopanib,-22.33,-33.28,-22.33,-33.28
Pazopanib,HAS_SYNERGISM_WITH,Tranexamic Acid,21.81,11.09,21.79,11.09
Tranexamic Acid,HAS_SYNERGISM_WITH,Pazopanib,21.81,11.09,21.79,11.09
Pazopanib,HAS_ANTAGONISM_WITH,Itraconazole,5.71,-11.62,5.71,-11.62
Itraconazole,HAS_ANTAGONISM_WITH,Pazopanib,5.71,-11.62,5.71,-11.62
Pazopanib,HAS_ANTAGONISM_WITH,Tranylcypromine,-7.36,-19.76,-7.36,-19.76
Tranylcypromine,HAS_ANTAGONISM_WITH,Pazopanib,-7.36,-19.76,-7.36,-19.76
Pazopanib,HAS_SYNERGISM_WITH,Trazodone,38.31,22.35,38.31,22.35
Trazodone,HAS_SYNERGISM_WITH,Pazopanib,38.31,22.35,38.31,22.35
Pazopanib,HAS_SYNERGISM_WITH,Triamterene,59.5,45.79,59.5,45.79
Triamterene,HAS_SYNERGISM_WITH,Pazopanib,59.5,45.79,59.5,45.79
Pazopanib,HAS_SYNERGISM_WITH,Trifluoperazine,26.77,12.34,26.77,12.34
Trifluoperazine,HAS_SYNERGISM_WITH,Pazopanib,26.77,12.34,26.77,12.34
Pazopanib,HAS_ANTAGONISM_WITH,Triflupromazine,-20.39,-36.94,-20.39,-36.94
Triflupromazine,HAS_ANTAGONISM_WITH,Pazopanib,-20.39,-36.94,-20.39,-36.94
Pazopanib,HAS_ANTAGONISM_WITH,Trihexyphenidyl,8.28,-6.8,8.28,-6.8
Trihexyphenidyl,HAS_ANTAGONISM_WITH,Pazopanib,8.28,-6.8,8.28,-6.8
Pazopanib,HAS_ANTAGONISM_WITH,Trimethoprim,-20.12,-34.9,-20.12,-34.9
Trimethoprim,HAS_ANTAGONISM_WITH,Pazopanib,-20.12,-34.9,-20.12,-34.9
Pazopanib,HAS_SYNERGISM_WITH,Ranolazine,33.03,15.83,33.03,15.83
Ranolazine,HAS_SYNERGISM_WITH,Pazopanib,33.03,15.83,33.03,15.83
Pazopanib,HAS_SYNERGISM_WITH,Zafirlukast,67.89,52.97,67.89,52.97
Zafirlukast,HAS_SYNERGISM_WITH,Pazopanib,67.89,52.97,67.89,52.97
Pazopanib,HAS_ANTAGONISM_WITH,Zaleplon,-21.56,-34.92,-21.56,-34.92
Zaleplon,HAS_ANTAGONISM_WITH,Pazopanib,-21.56,-34.92,-21.56,-34.92
Pazopanib,HAS_SYNERGISM_WITH,Zonisamide,68.15,55.95,68.14,55.95
Zonisamide,HAS_SYNERGISM_WITH,Pazopanib,68.15,55.95,68.14,55.95
Pazopanib,HAS_SYNERGISM_WITH,Prednisolone,12.2,6.37,12.14,6.37
Prednisolone,HAS_SYNERGISM_WITH,Pazopanib,12.2,6.37,12.14,6.37
Pazopanib,HAS_SYNERGISM_WITH,Floxuridine,-0.47,-0.95,-0.46,16.98
Floxuridine,HAS_SYNERGISM_WITH,Pazopanib,-0.47,-0.95,-0.46,16.98
Pazopanib,HAS_ANTAGONISM_WITH,Epinephrine,-2.49,-4.93,-2.54,-4.93
Epinephrine,HAS_ANTAGONISM_WITH,Pazopanib,-2.49,-4.93,-2.54,-4.93
Pazopanib,HAS_SYNERGISM_WITH,Carbachol,66.98,54.79,66.98,54.79
Carbachol,HAS_SYNERGISM_WITH,Pazopanib,66.98,54.79,66.98,54.79
Pazopanib,HAS_ANTAGONISM_WITH,Spironolactone,13.78,-3.2,13.78,-3.2
Spironolactone,HAS_ANTAGONISM_WITH,Pazopanib,13.78,-3.2,13.78,-3.2
Pazopanib,HAS_ANTAGONISM_WITH,Liothyronine,-10.31,-23.91,-10.31,-23.91
Liothyronine,HAS_ANTAGONISM_WITH,Pazopanib,-10.31,-23.91,-10.31,-23.91
Pazopanib,HAS_ANTAGONISM_WITH,Ethinyl Estradiol,-15.21,-28.21,-15.21,-28.21
Ethinyl Estradiol,HAS_ANTAGONISM_WITH,Pazopanib,-15.21,-28.21,-15.21,-28.21
Pazopanib,HAS_ANTAGONISM_WITH,Testosterone,-17.64,-35.0,-17.64,-35.0
Testosterone,HAS_ANTAGONISM_WITH,Pazopanib,-17.64,-35.0,-17.64,-35.0
Pazopanib,HAS_ANTAGONISM_WITH,Tetrabenazine,-21.92,-35.49,-21.92,-35.49
Tetrabenazine,HAS_ANTAGONISM_WITH,Pazopanib,-21.92,-35.49,-21.92,-35.49
Pazopanib,HAS_ANTAGONISM_WITH,Zileuton,-3.15,-23.91,-3.16,-23.91
Zileuton,HAS_ANTAGONISM_WITH,Pazopanib,-3.15,-23.91,-3.16,-23.91
Pazopanib,HAS_SYNERGISM_WITH,Clopidogrel,26.31,14.96,26.31,14.96
Clopidogrel,HAS_SYNERGISM_WITH,Pazopanib,26.31,14.96,26.31,14.96
Pazopanib,HAS_ANTAGONISM_WITH,Tiagabine,6.13,-12.79,6.13,-12.79
Tiagabine,HAS_ANTAGONISM_WITH,Pazopanib,6.13,-12.79,6.13,-12.79
Pazopanib,HAS_SYNERGISM_WITH,Ibutilide,36.99,23.73,36.99,23.73
Ibutilide,HAS_SYNERGISM_WITH,Pazopanib,36.99,23.73,36.99,23.73
Pazopanib,HAS_ANTAGONISM_WITH,Aripiprazole,-12.55,-33.89,-12.58,-33.89
Aripiprazole,HAS_ANTAGONISM_WITH,Pazopanib,-12.55,-33.89,-12.58,-33.89
Pazopanib,HAS_ANTAGONISM_WITH,Proguanil,-20.63,-33.02,-20.63,-33.02
Proguanil,HAS_ANTAGONISM_WITH,Pazopanib,-20.63,-33.02,-20.63,-33.02
Pazopanib,HAS_ANTAGONISM_WITH,Cytarabine,0.63,-0.32,0.56,-0.32
Cytarabine,HAS_ANTAGONISM_WITH,Pazopanib,0.63,-0.32,0.56,-0.32
Pazopanib,HAS_ANTAGONISM_WITH,Ivermectin,-15.36,-22.73,-15.36,-22.73
Ivermectin,HAS_ANTAGONISM_WITH,Pazopanib,-15.36,-22.73,-15.36,-22.73
Pazopanib,HAS_ANTAGONISM_WITH,Palonosetron,-1.29,-13.74,-1.29,-13.74
Palonosetron,HAS_ANTAGONISM_WITH,Pazopanib,-1.29,-13.74,-1.29,-13.74
Pazopanib,HAS_ANTAGONISM_WITH,Oseltamivir,-20.16,-34.12,-20.16,-34.12
Oseltamivir,HAS_ANTAGONISM_WITH,Pazopanib,-20.16,-34.12,-20.16,-34.12
Pazopanib,HAS_SYNERGISM_WITH,Trilostane,70.62,57.16,70.62,57.16
Trilostane,HAS_SYNERGISM_WITH,Pazopanib,70.62,57.16,70.62,57.16
Pazopanib,HAS_ANTAGONISM_WITH,Propylthiouracil,-14.65,-28.61,-14.65,-28.61
Propylthiouracil,HAS_ANTAGONISM_WITH,Pazopanib,-14.65,-28.61,-14.65,-28.61
Pazopanib,HAS_SYNERGISM_WITH,Etomidate,67.39,55.58,67.39,55.58
Etomidate,HAS_SYNERGISM_WITH,Pazopanib,67.39,55.58,67.39,55.58
Pazopanib,HAS_ANTAGONISM_WITH,Mercaptopurine,-22.41,-42.74,-22.41,-42.74
Mercaptopurine,HAS_ANTAGONISM_WITH,Pazopanib,-22.41,-42.74,-22.41,-42.74
Pazopanib,HAS_SYNERGISM_WITH,Dopamine,71.56,57.78,71.56,57.78
Dopamine,HAS_SYNERGISM_WITH,Pazopanib,71.56,57.78,71.56,57.78
Pazopanib,HAS_ANTAGONISM_WITH,Sertraline,-15.67,-31.78,-15.67,-31.78
Sertraline,HAS_ANTAGONISM_WITH,Pazopanib,-15.67,-31.78,-15.67,-31.78
Pazopanib,HAS_ANTAGONISM_WITH,Isosorbide Dinitrate,-16.02,-29.96,-16.02,-29.96
Isosorbide Dinitrate,HAS_ANTAGONISM_WITH,Pazopanib,-16.02,-29.96,-16.02,-29.96
Pazopanib,HAS_ANTAGONISM_WITH,Dantrolene,-19.27,-38.42,-19.29,-38.42
Dantrolene,HAS_ANTAGONISM_WITH,Pazopanib,-19.27,-38.42,-19.29,-38.42
Pazopanib,HAS_ANTAGONISM_WITH,Cisapride,-10.93,-24.36,-10.93,-24.36
Cisapride,HAS_ANTAGONISM_WITH,Pazopanib,-10.93,-24.36,-10.93,-24.36
Pazopanib,HAS_SYNERGISM_WITH,Dutasteride,18.39,6.43,18.39,6.43
Dutasteride,HAS_SYNERGISM_WITH,Pazopanib,18.39,6.43,18.39,6.43
Pazopanib,HAS_SYNERGISM_WITH,Panobinostat,7.5,3.1,4.66,5.16
Panobinostat,HAS_SYNERGISM_WITH,Pazopanib,7.5,3.1,4.66,5.16
Pazopanib,HAS_ANTAGONISM_WITH,Acamprosate,-14.03,-32.64,-14.03,-32.64
Acamprosate,HAS_ANTAGONISM_WITH,Pazopanib,-14.03,-32.64,-14.03,-32.64
Pazopanib,HAS_ANTAGONISM_WITH,Atovaquone,7.04,-4.87,7.04,-4.87
Atovaquone,HAS_ANTAGONISM_WITH,Pazopanib,7.04,-4.87,7.04,-4.87
Pazopanib,HAS_ANTAGONISM_WITH,Rosiglitazone,-11.11,-22.33,-11.11,-22.33
Rosiglitazone,HAS_ANTAGONISM_WITH,Pazopanib,-11.11,-22.33,-11.11,-22.33
Pazopanib,HAS_ANTAGONISM_WITH,Methylergometrine,-21.26,-34.61,-21.26,-34.61
Methylergometrine,HAS_ANTAGONISM_WITH,Pazopanib,-21.26,-34.61,-21.26,-34.61
Pazopanib,HAS_ANTAGONISM_WITH,Cevimeline,-14.16,-26.46,-14.16,-26.46
Cevimeline,HAS_ANTAGONISM_WITH,Pazopanib,-14.16,-26.46,-14.16,-26.46
Pazopanib,HAS_ANTAGONISM_WITH,Argatroban,-15.18,-27.83,-15.18,-27.83
Argatroban,HAS_ANTAGONISM_WITH,Pazopanib,-15.18,-27.83,-15.18,-27.83
Pazopanib,HAS_SYNERGISM_WITH,Azacitidine,2.69,1.52,2.62,1.52
Azacitidine,HAS_SYNERGISM_WITH,Pazopanib,2.69,1.52,2.62,1.52
Pazopanib,HAS_ANTAGONISM_WITH,Galantamine,-11.8,-22.87,-11.8,-22.87
Galantamine,HAS_ANTAGONISM_WITH,Pazopanib,-11.8,-22.87,-11.8,-22.87
Pazopanib,HAS_ANTAGONISM_WITH,Armodafinil,-22.05,-33.74,-22.05,-33.74
Armodafinil,HAS_ANTAGONISM_WITH,Pazopanib,-22.05,-33.74,-22.05,-33.74
Pazopanib,HAS_SYNERGISM_WITH,Cabazitaxel,-0.37,-1.06,-0.37,15.72
Cabazitaxel,HAS_SYNERGISM_WITH,Pazopanib,-0.37,-1.06,-0.37,15.72
Chenodeoxycholic acid,HAS_SYNERGISM_WITH,Ruxolitinib,15.66,31.03,-16.21,30.61
Ruxolitinib,HAS_SYNERGISM_WITH,Chenodeoxycholic acid,15.66,31.03,-16.21,30.61
Chenodeoxycholic acid,HAS_SYNERGISM_WITH,Panobinostat,6.91,7.16,3.42,7.95
Panobinostat,HAS_SYNERGISM_WITH,Chenodeoxycholic acid,6.91,7.16,3.42,7.95
Odanacatib,HAS_SYNERGISM_WITH,Ruxolitinib,-0.76,6.61,-24.08,4.65
Ruxolitinib,HAS_SYNERGISM_WITH,Odanacatib,-0.76,6.61,-24.08,4.65
Odanacatib,HAS_ANTAGONISM_WITH,Panobinostat,-2.29,-6.16,-22.84,-2.68
Panobinostat,HAS_ANTAGONISM_WITH,Odanacatib,-2.29,-6.16,-22.84,-2.68
Rhein,HAS_SYNERGISM_WITH,Ruxolitinib,11.73,10.53,-7.45,12.29
Ruxolitinib,HAS_SYNERGISM_WITH,Rhein,11.73,10.53,-7.45,12.29
Rhein,HAS_SYNERGISM_WITH,Panobinostat,2.79,2.82,-7.98,4.07
Panobinostat,HAS_SYNERGISM_WITH,Rhein,2.79,2.82,-7.98,4.07
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,HAS_ANTAGONISM_WITH,Ruxolitinib,-5.3,-4.3,-9.72,-2.69
Ruxolitinib,HAS_ANTAGONISM_WITH,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,-5.3,-4.3,-9.72,-2.69
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,HAS_ANTAGONISM_WITH,Panobinostat,3.17,-4.78,0.91,-2.21
Panobinostat,HAS_ANTAGONISM_WITH,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,3.17,-4.78,0.91,-2.21
Indirubin,HAS_SYNERGISM_WITH,Ruxolitinib,15.51,12.5,12.17,12.78
Ruxolitinib,HAS_SYNERGISM_WITH,Indirubin,15.51,12.5,12.17,12.78
Indirubin,HAS_ANTAGONISM_WITH,Panobinostat,-0.35,-3.7,-19.76,-1.85
Panobinostat,HAS_ANTAGONISM_WITH,Indirubin,-0.35,-3.7,-19.76,-1.85
Lucanthone,HAS_SYNERGISM_WITH,Panobinostat,2.42,5.9,-2.45,7.22
Panobinostat,HAS_SYNERGISM_WITH,Lucanthone,2.42,5.9,-2.45,7.22
Apixaban,HAS_SYNERGISM_WITH,Ruxolitinib,2.53,4.2,-19.45,3.33
Ruxolitinib,HAS_SYNERGISM_WITH,Apixaban,2.53,4.2,-19.45,3.33
Apixaban,HAS_ANTAGONISM_WITH,Panobinostat,0.03,-3.9,-1.74,-2.07
Panobinostat,HAS_ANTAGONISM_WITH,Apixaban,0.03,-3.9,-1.74,-2.07
Afatinib,HAS_SYNERGISM_WITH,Trametinib,-3.06,-1.71,-6.11,1.66
Trametinib,HAS_SYNERGISM_WITH,Afatinib,-3.06,-1.71,-6.11,1.66
Afatinib,HAS_ANTAGONISM_WITH,Methotrexate,-10.48,-10.67,-11.92,-3.62
Methotrexate,HAS_ANTAGONISM_WITH,Afatinib,-10.48,-10.67,-11.92,-3.62
Afatinib,HAS_SYNERGISM_WITH,INCB7839,-0.25,21.36,-28.18,20.17
INCB7839,HAS_SYNERGISM_WITH,Afatinib,-0.25,21.36,-28.18,20.17
Afatinib,HAS_SYNERGISM_WITH,Lenalidomide,-7.67,3.85,-29.85,6.53
Lenalidomide,HAS_SYNERGISM_WITH,Afatinib,-7.67,3.85,-29.85,6.53
Afatinib,HAS_ANTAGONISM_WITH,Ibrutinib,0.66,-3.69,-0.36,-3.53
Ibrutinib,HAS_ANTAGONISM_WITH,Afatinib,0.66,-3.69,-0.36,-3.53
Afatinib,HAS_ANTAGONISM_WITH,MK-1775,-0.73,-1.02,-0.66,-0.58
MK-1775,HAS_ANTAGONISM_WITH,Afatinib,-0.73,-1.02,-0.66,-0.58
Afatinib,HAS_SYNERGISM_WITH,Noscapine,0.03,25.81,-28.85,26.06
Noscapine,HAS_SYNERGISM_WITH,Afatinib,0.03,25.81,-28.85,26.06
Afatinib,HAS_SYNERGISM_WITH,Doxorubicin,1.38,14.08,-3.37,14.05
Doxorubicin,HAS_SYNERGISM_WITH,Afatinib,1.38,14.08,-3.37,14.05
Afatinib,HAS_SYNERGISM_WITH,Mebendazole,-2.83,0.18,-6.84,4.4
Mebendazole,HAS_SYNERGISM_WITH,Afatinib,-2.83,0.18,-6.84,4.4
Afatinib,HAS_SYNERGISM_WITH,Alitretinoin,2.92,4.52,3.62,2.34
Alitretinoin,HAS_SYNERGISM_WITH,Afatinib,2.92,4.52,3.62,2.34
Afatinib,HAS_ANTAGONISM_WITH,Alvespimycin,-0.63,-0.96,-0.62,-0.6
Alvespimycin,HAS_ANTAGONISM_WITH,Afatinib,-0.63,-0.96,-0.62,-0.6
Afatinib,HAS_SYNERGISM_WITH,Palbociclib,6.88,25.98,3.63,25.23
Palbociclib,HAS_SYNERGISM_WITH,Afatinib,6.88,25.98,3.63,25.23
Afatinib,HAS_ANTAGONISM_WITH,Daporinad,-6.25,-11.35,-9.05,-5.71
Daporinad,HAS_ANTAGONISM_WITH,Afatinib,-6.25,-11.35,-9.05,-5.71
Afatinib,HAS_SYNERGISM_WITH,Panobinostat,2.36,1.61,0.33,2.49
Panobinostat,HAS_SYNERGISM_WITH,Afatinib,2.36,1.61,0.33,2.49
Cytisine,HAS_ANTAGONISM_WITH,Fingolimod,-4.68,-2.44,-22.49,-2.62
Fingolimod,HAS_ANTAGONISM_WITH,Cytisine,-4.68,-2.44,-22.49,-2.62
Cytisine,HAS_ANTAGONISM_WITH,"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",-3.94,-0.7,-13.64,-4.89
"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",HAS_ANTAGONISM_WITH,Cytisine,-3.94,-0.7,-13.64,-4.89
Cytisine,HAS_SYNERGISM_WITH,Carfilzomib,-0.52,3.37,-19.77,2.76
Carfilzomib,HAS_SYNERGISM_WITH,Cytisine,-0.52,3.37,-19.77,2.76
Cytisine,HAS_SYNERGISM_WITH,RAF-265,-1.33,5.83,-10.33,1.98
RAF-265,HAS_SYNERGISM_WITH,Cytisine,-1.33,5.83,-10.33,1.98
Cytisine,HAS_SYNERGISM_WITH,Fostamatinib,-0.22,4.17,-26.24,3.63
Fostamatinib,HAS_SYNERGISM_WITH,Cytisine,-0.22,4.17,-26.24,3.63
Cytisine,HAS_SYNERGISM_WITH,Trametinib,4.04,6.76,-24.28,6.99
Trametinib,HAS_SYNERGISM_WITH,Cytisine,4.04,6.76,-24.28,6.99
Cytisine,HAS_SYNERGISM_WITH,Gefitinib,-3.07,19.59,-13.93,12.92
Gefitinib,HAS_SYNERGISM_WITH,Cytisine,-3.07,19.59,-13.93,12.92
Cytisine,HAS_SYNERGISM_WITH,Auranofin,-11.45,13.33,-13.51,17.5
Auranofin,HAS_SYNERGISM_WITH,Cytisine,-11.45,13.33,-13.51,17.5
Cytisine,HAS_SYNERGISM_WITH,Alisertib,-1.51,8.28,-17.67,4.93
Alisertib,HAS_SYNERGISM_WITH,Cytisine,-1.51,8.28,-17.67,4.93
Cytisine,HAS_ANTAGONISM_WITH,Navitoclax,-0.19,-5.26,-0.87,-5.57
Navitoclax,HAS_ANTAGONISM_WITH,Cytisine,-0.19,-5.26,-0.87,-5.57
Cytisine,HAS_SYNERGISM_WITH,Ruxolitinib,-7.19,9.81,-37.17,15.39
Ruxolitinib,HAS_SYNERGISM_WITH,Cytisine,-7.19,9.81,-37.17,15.39
Cytisine,HAS_SYNERGISM_WITH,Chloroquine,0.7,25.6,1.6,23.67
Chloroquine,HAS_SYNERGISM_WITH,Cytisine,0.7,25.6,1.6,23.67
Cytisine,HAS_SYNERGISM_WITH,Tamoxifen,0.83,20.18,-12.28,14.36
Tamoxifen,HAS_SYNERGISM_WITH,Cytisine,0.83,20.18,-12.28,14.36
Cytisine,HAS_SYNERGISM_WITH,Ciclopirox,-6.11,14.19,-18.86,10.8
Ciclopirox,HAS_SYNERGISM_WITH,Cytisine,-6.11,14.19,-18.86,10.8
Cytisine,HAS_SYNERGISM_WITH,SNS-032,3.32,15.09,-31.76,8.66
SNS-032,HAS_SYNERGISM_WITH,Cytisine,3.32,15.09,-31.76,8.66
Cytisine,HAS_SYNERGISM_WITH,Dasatinib,0.04,1.6,-4.14,1.56
Dasatinib,HAS_SYNERGISM_WITH,Cytisine,0.04,1.6,-4.14,1.56
Cytisine,HAS_SYNERGISM_WITH,Bardoxolone methyl,-4.08,7.26,-16.93,15.68
Bardoxolone methyl,HAS_SYNERGISM_WITH,Cytisine,-4.08,7.26,-16.93,15.68
Cytisine,HAS_SYNERGISM_WITH,Mebendazole,-1.23,3.18,-2.52,1.18
Mebendazole,HAS_SYNERGISM_WITH,Cytisine,-1.23,3.18,-2.52,1.18
Cytisine,HAS_SYNERGISM_WITH,Mefloquine,-7.34,13.35,-7.31,16.5
Mefloquine,HAS_SYNERGISM_WITH,Cytisine,-7.34,13.35,-7.31,16.5
Cytisine,HAS_SYNERGISM_WITH,Prazosin,0.89,18.65,1.96,17.77
Prazosin,HAS_SYNERGISM_WITH,Cytisine,0.89,18.65,1.96,17.77
Cytisine,HAS_SYNERGISM_WITH,Prochlorperazine,-9.57,16.72,-7.3,21.14
Prochlorperazine,HAS_SYNERGISM_WITH,Cytisine,-9.57,16.72,-7.3,21.14
Cytisine,HAS_SYNERGISM_WITH,Brefeldin A,0.3,10.14,-50.72,10.42
Brefeldin A,HAS_SYNERGISM_WITH,Cytisine,0.3,10.14,-50.72,10.42
Cytisine,HAS_ANTAGONISM_WITH,Alvocidib,0.48,1.84,-4.13,-1.2
Alvocidib,HAS_ANTAGONISM_WITH,Cytisine,0.48,1.84,-4.13,-1.2
Cytisine,HAS_ANTAGONISM_WITH,Palbociclib,-4.75,-5.82,-12.03,-7.76
Palbociclib,HAS_ANTAGONISM_WITH,Cytisine,-4.75,-5.82,-12.03,-7.76
Cytisine,HAS_SYNERGISM_WITH,Mifepristone,0.33,27.69,-40.07,26.01
Mifepristone,HAS_SYNERGISM_WITH,Cytisine,0.33,27.69,-40.07,26.01
Cytisine,HAS_SYNERGISM_WITH,Cantharidin,-2.83,8.79,-1.2,10.64
Cantharidin,HAS_SYNERGISM_WITH,Cytisine,-2.83,8.79,-1.2,10.64
Cytisine,HAS_SYNERGISM_WITH,Daporinad,4.65,12.89,-13.19,12.27
Daporinad,HAS_SYNERGISM_WITH,Cytisine,4.65,12.89,-13.19,12.27
Cytisine,HAS_SYNERGISM_WITH,PD-0325901,-1.48,5.74,-27.72,7.01
PD-0325901,HAS_SYNERGISM_WITH,Cytisine,-1.48,5.74,-27.72,7.01
Erteberel,HAS_SYNERGISM_WITH,Ruxolitinib,-5.6,-2.6,-19.6,2.56
Ruxolitinib,HAS_SYNERGISM_WITH,Erteberel,-5.6,-2.6,-19.6,2.56
Erteberel,HAS_SYNERGISM_WITH,Panobinostat,8.29,13.09,6.07,12.33
Panobinostat,HAS_SYNERGISM_WITH,Erteberel,8.29,13.09,6.07,12.33
Binimetinib,HAS_SYNERGISM_WITH,Ruxolitinib,8.12,43.08,-10.82,45.59
Ruxolitinib,HAS_SYNERGISM_WITH,Binimetinib,8.12,43.08,-10.82,45.59
Binimetinib,HAS_SYNERGISM_WITH,Panobinostat,10.12,2.94,7.66,1.74
Panobinostat,HAS_SYNERGISM_WITH,Binimetinib,10.12,2.94,7.66,1.74
VX-702,HAS_ANTAGONISM_WITH,Panobinostat,-0.88,-9.53,-4.25,-7.83
Panobinostat,HAS_ANTAGONISM_WITH,VX-702,-0.88,-9.53,-4.25,-7.83
TG100-115,HAS_ANTAGONISM_WITH,Ruxolitinib,-1.25,-1.08,-17.61,-0.29
Ruxolitinib,HAS_ANTAGONISM_WITH,TG100-115,-1.25,-1.08,-17.61,-0.29
TG100-115,HAS_ANTAGONISM_WITH,Panobinostat,2.1,-5.53,-0.7,-4.49
Panobinostat,HAS_ANTAGONISM_WITH,TG100-115,2.1,-5.53,-0.7,-4.49
Tesevatinib,HAS_ANTAGONISM_WITH,Ruxolitinib,-2.64,-7.37,-4.39,-6.39
Ruxolitinib,HAS_ANTAGONISM_WITH,Tesevatinib,-2.64,-7.37,-4.39,-6.39
Fulvestrant,HAS_SYNERGISM_WITH,Panobinostat,6.2,5.76,2.46,4.69
Panobinostat,HAS_SYNERGISM_WITH,Fulvestrant,6.2,5.76,2.46,4.69
Fotemustine,HAS_SYNERGISM_WITH,Ruxolitinib,-0.14,5.27,-20.52,5.62
Ruxolitinib,HAS_SYNERGISM_WITH,Fotemustine,-0.14,5.27,-20.52,5.62
Fotemustine,HAS_SYNERGISM_WITH,Panobinostat,0.12,0.71,-21.73,1.47
Panobinostat,HAS_SYNERGISM_WITH,Fotemustine,0.12,0.71,-21.73,1.47
Rimonabant,HAS_SYNERGISM_WITH,Ruxolitinib,1.45,48.0,-36.48,49.06
Ruxolitinib,HAS_SYNERGISM_WITH,Rimonabant,1.45,48.0,-36.48,49.06
Rimonabant,HAS_SYNERGISM_WITH,Panobinostat,2.83,5.68,-6.09,8.9
Panobinostat,HAS_SYNERGISM_WITH,Rimonabant,2.83,5.68,-6.09,8.9
Bosentan,HAS_ANTAGONISM_WITH,Dihydroergotamine,6.14,-8.93,6.14,-8.93
Dihydroergotamine,HAS_ANTAGONISM_WITH,Bosentan,6.14,-8.93,6.14,-8.93
